Master Subject ID,Primary Key,Occurred Date,Location,Subject Sex,Subject Race,Subject Race Ethnicity,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description
171966960: 20202440017,20202440017,08/31/2020 12:00:00 AM,1347 LAMAR SQUARE DR,F,W,White,3107823,10065499,5,1,78704,13.10,TRAVIS COUNTY
172098201: 2020380516,2020380516,02/07/2020 12:00:00 AM,4702 PEWTER LN,F,B,Black,3115706,10046195,2,1,78744,24.13,TRAVIS COUNTY
172294779: 2020580838,2020580838,02/27/2020 12:00:00 AM,1208 TARTAN LN,M,W,Hispanic,3133759,10103218,4,1,78753,416,TRAVIS COUNTY
174195024: 2020410103,2020410103,02/10/2020 12:00:00 AM,E RIVERSIDE DR / WICKERSHAM LN,M,W,Hispanic,3121685,10057945,3,1,78741,23.14,TRAVIS COUNTY
174196271: 202081245,202081245,01/08/2020 12:00:00 AM,9800 N LAMAR BLVD,F,W,Hispanic,3128614,10107417,4,1,78758,409,TRAVIS COUNTY
174196622: 20203021240,20203021240,10/28/2020 12:00:00 AM,1901 W WILLIAM CANNON DR,M,W,Hispanic,3095214,10046236,5,1,78745,309,TRAVIS COUNTY
174202306: 20202021424,20202021424,07/20/2020 12:00:00 AM,1054 SPRINGDALE RD,M,B,Black,3129984,10072501,1,1,78721,21.11,TRAVIS COUNTY
174262277: 2020201841,2020201841,01/20/2020 12:00:00 AM,2439 TOWN LAKE CIR,M,W,Hispanic,3121104,10060315,3,1,78741,23,TRAVIS COUNTY
174326980: 20203481160,20203481160,12/13/2020 12:00:00 AM,10408 GOLDEN MEADOW DR,F,W,White,3123610,10112401,4,1,78758,408,TRAVIS COUNTY
174785071: 2020820063,2020820063,03/22/2020 12:00:00 AM,13300 N IH 35 SVRD SB,M,W,White,3134808,10126112,7,1,78753,421,TRAVIS COUNTY
174850442: 20201020613,20201020613,04/11/2020 12:00:00 AM,5621 N IH 35 SVRD NB,M,W,White,3125468,10088596,4,1,78723,21,TRAVIS COUNTY
174850715: 20201661553,20201661553,06/14/2020 12:00:00 AM,600 NECHES ST,M,W,Hispanic,3115742,10070344,9,1,78701,11,TRAVIS COUNTY
175046946: 20203520383,20203520383,12/17/2020 12:00:00 AM,5706 MANOR RD,M,B,Black,3133344,10084699,1,1,78723,21.12,TRAVIS COUNTY
175244261: 20202571365,20202571365,09/13/2020 12:00:00 AM,10609 REDMOND RD,M,W,White,3070023,10041281,8,1,78739,368,TRAVIS COUNTY
175244505: 20203150688,20203150688,11/10/2020 12:00:00 AM,6103 MANOR RD,F,U,Unknown,3134407,10085593,1,1,78723,21,TRAVIS COUNTY
175244916: 20201541306,20201541306,06/02/2020 12:00:00 AM,6503 FELIX AVE,M,W,Hispanic,3129807,10058682,3,1,78741,23.21,TRAVIS COUNTY
178782989: 20201951189,20201951189,07/13/2020 12:00:00 AM,2110 WIRTZ AVE,M,B,Black,3107252,10062862,9,1,78704,13.12,TRAVIS COUNTY
178782989: 20201980649,20201980649,07/16/2020 12:00:00 AM,1201 W LIVE OAK ST,M,B,Black,3107106,10062922,9,1,78704,13.12,TRAVIS COUNTY
178782989: 20202970973,20202970973,10/23/2020 12:00:00 AM,1103 FLANAGAN CV,M,B,Black,3106006,10060132,3,1,78704,13,TRAVIS COUNTY
178848079: 20203280093,20203280093,11/23/2020 12:00:00 AM,400 E 6TH ST,M,B,Black,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
178980622: 2020241383,2020241383,01/24/2020 12:00:00 AM,710 W CESAR CHAVEZ ST,M,W,White,3111497,10069982,9,1,78701,12,TRAVIS COUNTY
179700764: 2020130555,2020130555,01/13/2020 12:00:00 AM,1825 S PLEASANT VALLEY RD,M,B,Black,3121283,10058689,3,1,78741,23.24,TRAVIS COUNTY
179832553: 20203141479,20203141479,11/09/2020 12:00:00 AM,901 LITTLE TEXAS LN,M,W,Hispanic,3106583,10045153,2,1,78745,24.43,TRAVIS COUNTY
179834510: 20201311390,20201311390,05/10/2020 12:00:00 AM,E OLTORF ST / BURTON DR,M,W,Hispanic,3117503,10057313,3,1,78741,23.15,TRAVIS COUNTY
180356450: 20203630592,20203630592,12/28/2020 12:00:00 AM,5700 MANOR RD,M,B,Black,3133404,10084523,1,1,78723,21.12,TRAVIS COUNTY
180367178: 20203000880,20203000880,10/26/2020 12:00:00 AM,13408 GUARNERE DR,M,W,White,3156432,10035785,2,1,78617,24.53,TRAVIS COUNTY
180486476: 20201340058,20201340058,05/13/2020 12:00:00 AM,919 E 32ND ST,M,W,White,3119190,10079092,9,1,78705,4,TRAVIS COUNTY
180486476: 20202041221,20202041221,07/22/2020 12:00:00 AM,W 3RD ST / LAVACA ST,M,W,White,3113245,10069951,9,1,78701,11,TRAVIS COUNTY
180486476: 20203110607,20203110607,11/06/2020 12:00:00 AM,3000 OAK SPRINGS DR,M,W,White,3127596,10073050,1,1,78702,8,TRAVIS COUNTY
180684839: 20202161554,20202161554,08/03/2020 12:00:00 AM,EASTFIELD AVE / WEBBERVILLE RD,F,B,Black,3132328,10074724,1,1,78721,21.10,TRAVIS COUNTY
180685026: 2020621098,2020621098,03/02/2020 12:00:00 AM,2101 RIVERS EDGE WAY,M,W,White,3124755,10056268,3,1,78741,23.14,TRAVIS COUNTY
180814542: 2020311385,2020311385,01/31/2020 12:00:00 AM,2400 S US 183 HWY SB,M,W,White,3133489,10051327,2,1,78744,24.48,TRAVIS COUNTY
180814632: 2020220982,2020220982,01/23/2020 12:00:00 AM,LAMAR PL / BURNS ST,M,W,White,3120527,10093789,4,1,78752,15,TRAVIS COUNTY
180819475: 20203290106,20203290106,11/24/2020 12:00:00 AM,W SLAUGHTER LN / BRODIE LN,M,W,Hispanic,3081232,10039253,5,1,78748,319,TRAVIS COUNTY
181273223: 20202721078,20202721078,09/28/2020 12:00:00 AM,BASTROP HWY NB / PATTON AVE,M,W,Hispanic,3133372,10057962,3,1,78742,23.10,TRAVIS COUNTY
181535778: 2020600527,2020600527,02/29/2020 12:00:00 AM,1500 BARBARA JORDAN BLVD,M,B,Black,3126571,10084157,9,1,78723,3,TRAVIS COUNTY
181731870: 20201720905,20201720905,06/20/2020 12:00:00 AM,7208 BOYLE DR,M,W,Hispanic,3144830,10085562,1,1,78724,22.20,TRAVIS COUNTY
181731870: 20203551176,20203551176,12/20/2020 12:00:00 AM,2150 E 7TH ST,M,W,Hispanic,3122229,10068702,1,1,78702,9,TRAVIS COUNTY
181929749: 20202271356,20202271356,08/14/2020 12:00:00 AM,2300 S IH 35 SVRD SB,M,W,Hispanic,3114757,10058210,9,1,78704,23.23,TRAVIS COUNTY
182059834: 20201560356,20201560356,06/04/2020 12:00:00 AM,5707 CHERRY PARK,M,W,Hispanic,3100772,10049018,2,1,78745,24.10,TRAVIS COUNTY
182191622: 202021233,202021233,01/02/2020 12:00:00 AM,1805 AIRPORT BLVD,M,W,Hispanic,3126821,10075935,1,1,78721,21,TRAVIS COUNTY
182193647: 20203050180,20203050180,10/31/2020 12:00:00 AM,2320 S IH 35 SVRD SB,M,W,White,3114672,10058090,9,1,78704,23.23,TRAVIS COUNTY
182201917: 2020210715,2020210715,01/21/2020 12:00:00 AM,608 RALPH ABLANEDO DR,M,W,White,3098376,10036347,2,1,78748,24.22,TRAVIS COUNTY
182518125: 20202960084,20202960084,10/22/2020 12:00:00 AM,MC KINNEY FALLS PKWY / BURLESON RD,F,W,White,3128985,10043426,2,1,78744,24.48,TRAVIS COUNTY
182584333: 20201710300,20201710300,06/19/2020 12:00:00 AM,816 W YAGER LN,M,W,Hispanic,3133840,10119680,7,1,78753,412,TRAVIS COUNTY
183435628: 2020350630,2020350630,02/04/2020 12:00:00 AM,6103 MANOR RD,M,W,Hispanic,3134407,10085593,1,1,78723,21,TRAVIS COUNTY
183570201: 20201621248,20201621248,06/10/2020 12:00:00 AM,2110 W SLAUGHTER LN,M,W,White,3088927,10036470,5,1,78748,318,TRAVIS COUNTY
183570201: 20202091123,20202091123,07/27/2020 12:00:00 AM,9503 MENCHACA RD,M,W,White,3090280,10037154,5,1,78748,318,TRAVIS COUNTY
183570201: 20202610823,20202610823,09/17/2020 12:00:00 AM,2110 W SLAUGHTER LN,M,W,White,3088927,10036470,5,1,78748,318,TRAVIS COUNTY
183570201: 20203501155,20203501155,12/15/2020 12:00:00 AM,9503 MENCHACA RD,M,W,White,3090280,10037154,5,1,78748,318,TRAVIS COUNTY
183959833: 2020511687,2020511687,02/20/2020 12:00:00 AM,2917 ELLON RD,F,W,White,3146529,10049659,2,1,78617,23.10,TRAVIS COUNTY
184418961: 2020351864,2020351864,02/04/2020 12:00:00 AM,E 3RD ST / BRAZOS ST,M,W,White,3114434,10069596,9,1,78701,11,TRAVIS COUNTY
184418961: 2020701666,2020701666,03/10/2020 12:00:00 AM,E 6TH ST / CONGRESS AVE,M,W,White,3114310,10070753,9,1,78701,11,TRAVIS COUNTY
184943324: 20203511424,20203511424,12/16/2020 12:00:00 AM,S IH 35 SVRD NB / E WILLIAM CANNON DR,M,W,White,3106347,10042258,2,1,78744,24.41,TRAVIS COUNTY
184952603: 20201361770,20201361770,05/15/2020 12:00:00 AM,1704 NELMS DR,M,W,Hispanic,3107922,10043296,2,1,78744,24.19,TRAVIS COUNTY
185206159: 20203381364,20203381364,12/03/2020 12:00:00 AM,135 FOREMOST DR,F,W,White,3102807,10037775,2,1,78745,24.22,TRAVIS COUNTY
185270887: 20201590661,20201590661,06/07/2020 12:00:00 AM,9300 S IH 35 SVRD SB,M,B,Black,3100423,10033116,5,1,78748,24.37,TRAVIS COUNTY
185271155: 20202040938,20202040938,07/22/2020 12:00:00 AM,6404 WALNUT HILLS DR,M,B,Black,3134883,10087089,1,1,78723,21.12,TRAVIS COUNTY
185273978: 20201700185,20201700185,06/18/2020 12:00:00 AM,7200 RANCHITO DR,M,W,Hispanic,3120526,10034608,2,1,78744,24.48,TRAVIS COUNTY
185277477: 20202690079,20202690079,09/25/2020 12:00:00 AM,401 E 6TH ST,M,B,Black,3115440,10070324,9,1,78701,11,TRAVIS COUNTY
185336977: 2020151793,2020151793,01/15/2020 12:00:00 AM,1711 RUTLAND DR,F,B,Black,3123198,10109941,4,1,78758,407,TRAVIS COUNTY
185341697: 2020631805,2020631805,03/03/2020 12:00:00 AM,METRIC BLVD / RESEARCH BLVD SVRD NB,M,B,Black,3120188,10108442,4,1,78758,407,TRAVIS COUNTY
185346962: 2020880318,2020880318,03/28/2020 12:00:00 AM,901 W BEN WHITE BLVD EB,F,B,Black,3104525,10055783,3,1,78704,20,TRAVIS COUNTY
185402593: 2020601933,2020601933,02/29/2020 12:00:00 AM,611 CONGRESS AVE,M,B,Black,3114482,10070876,9,1,78701,11,TRAVIS COUNTY
185404077: 20201300702,20201300702,05/09/2020 12:00:00 AM,9414 N LAMAR BLVD,F,W,White,3127650,10106327,4,1,78758,406,TRAVIS COUNTY
185405777: 20203190196,20203190196,11/14/2020 12:00:00 AM,710 TRINITY ST,F,W,Hispanic,3115508,10071040,9,1,78701,11,TRAVIS COUNTY
185411196: 20203350439,20203350439,11/30/2020 12:00:00 AM,7200 N IH 35 SVRD SB,M,B,Black,3125790,10094778,4,1,78752,400,TRAVIS COUNTY
185867110: 20205005035,20205005035,02/05/2020 12:00:00 AM,2960 HOPPE TRL [ROUND ROCK],M,W,White,3127706,10170123,-,2,78681,206,WILLIAMSON COUNTY
185992894: 20201890943,20201890943,07/07/2020 12:00:00 AM,2200 WILLOW CREEK DR,F,W,Hispanic,3118402,10057171,3,1,78741,23.15,TRAVIS COUNTY
185992894: 20201940393,20201940393,07/12/2020 12:00:00 AM,20 N IH 35 SVRD SB,F,W,Hispanic,3116222,10065572,9,1,78701,11,TRAVIS COUNTY
186057898: 20201030414,20201030414,04/12/2020 12:00:00 AM,4632 S LAMAR BLVD SB,M,W,White,3094153,10057721,5,1,78735,19.15,TRAVIS COUNTY
186057898: 20202491234,20202491234,09/05/2020 12:00:00 AM,WESTFOREST DR / WESTOAK DR,M,W,White,3101279,10061953,5,1,78704,19.22,TRAVIS COUNTY
186058028: 20203060739,20203060739,11/01/2020 12:00:00 AM,8600 BRODIE LN,M,W,Hispanic,3083990,10044790,8,1,78749,335,TRAVIS COUNTY
186059822: 20203310865,20203310865,11/26/2020 12:00:00 AM,1915 HEARTHSIDE DR,F,W,Hispanic,3119805,10106492,7,1,78757,405,TRAVIS COUNTY
186059822: 20205048971,20205048971,11/26/2020 12:00:00 AM,1915 HEARTHSIDE DR,F,W,Hispanic,3119805,10106492,7,1,78757,405,TRAVIS COUNTY
186778990: 2020450574,2020450574,02/14/2020 12:00:00 AM,5307 E RIVERSIDE DR,M,W,Hispanic,3123877,10056602,3,1,78741,23.14,TRAVIS COUNTY
186780289: 20201330693,20201330693,05/12/2020 12:00:00 AM,5818 BALCONES DR,M,W,White,3109661,10096962,10,1,78731,306,TRAVIS COUNTY
186780580: 20203121318,20203121318,11/07/2020 12:00:00 AM,8601 ANDERSON MILL RD,M,B,Black,3104773,10138700,6,2,78729,204,WILLIAMSON COUNTY
186787890: 20202901075,20202901075,10/16/2020 12:00:00 AM,4009 SABIO DR,F,W,White,3086206,10052939,8,1,78749,321,TRAVIS COUNTY
186789247: 20202040999,20202040999,07/22/2020 12:00:00 AM,6200 KASPER ST,F,B,Black,3126910,10055939,3,1,78741,23.25,TRAVIS COUNTY
186798421: 20202211539,20202211539,08/08/2020 12:00:00 AM,400 CONGRESS AVE,M,W,White,3113984,10070176,9,1,78701,11,TRAVIS COUNTY
186802437: 2020420103,2020420103,02/11/2020 12:00:00 AM,500 TRINITY ST,F,W,White,3115296,10070097,9,1,78701,11,TRAVIS COUNTY
186802437: 20202050123,20202050123,07/23/2020 12:00:00 AM,5609 S CONGRESS AVE,F,W,White,3104752,10047214,3,1,78745,24.43,TRAVIS COUNTY
186845751: 20202771517,20202771517,10/03/2020 12:00:00 AM,6220 SEVILLE DR,F,W,White,3145812,10080755,1,1,78724,22.13,TRAVIS COUNTY
186845801: 20201281032,20201281032,05/07/2020 12:00:00 AM,13813 BURNET RD,M,W,Hispanic,3127069,10133340,7,1,78727,451,TRAVIS COUNTY
186846022: 20202630102,20202630102,09/19/2020 12:00:00 AM,2000 S 1ST ST,F,W,White,3110004,10062481,9,1,78704,13.12,TRAVIS COUNTY
186850656: 2020290192,2020290192,01/29/2020 12:00:00 AM,3600 BLOCK MONTOPOLIS DR,M,W,Hispanic,3123248,10048554,2,1,78744,24.47,TRAVIS COUNTY
186850967: 2020281192,2020281192,01/28/2020 12:00:00 AM,707 BEDFORD ST,F,W,Hispanic,3125556,10071864,1,1,78702,8,TRAVIS COUNTY
186856241: 20202630311,20202630311,09/19/2020 12:00:00 AM,4410 E WILLIAM CANNON DR,M,W,Hispanic,3111110,10040311,2,1,78744,24.19,TRAVIS COUNTY
186860508: 2020750826,2020750826,03/15/2020 12:00:00 AM,680 RAMOS ST,M,W,Hispanic,3125506,10067974,3,1,78702,9,TRAVIS COUNTY
187106461: 2020680074,2020680074,03/08/2020 12:00:00 AM,5800 TECHNI CENTER DR,M,W,Hispanic,3136582,10075176,1,1,78721,21.10,TRAVIS COUNTY
187107873: 20201700167,20201700167,06/18/2020 12:00:00 AM,8801 S IH 35 SVRD NB,M,B,Hispanic,3102586,10034201,2,1,78744,24.51,TRAVIS COUNTY
187108029: 2020960748,2020960748,04/05/2020 12:00:00 AM,3003 CATALINA DR,M,W,Hispanic,3116772,10054267,3,1,78741,23,TRAVIS COUNTY
187111432: 20201431076,20201431076,05/22/2020 12:00:00 AM,1800 WICKERSHAM LN,M,W,Hispanic,3121827,10058431,3,1,78741,23.24,TRAVIS COUNTY
187111432: 20202361468,20202361468,08/23/2020 12:00:00 AM,2400 WICKERSHAM LN,M,W,Hispanic,3120814,10056202,3,1,78741,23.14,TRAVIS COUNTY
188481980: 2020720027,2020720027,03/12/2020 12:00:00 AM,1015 W WILLIAM CANNON DR,M,W,White,3098912,10045142,2,1,78745,24.24,TRAVIS COUNTY
188612981: 2020181664,2020181664,01/18/2020 12:00:00 AM,1801 S CAPITAL OF TEXAS HWY NB,M,B,Black,3090816,10071236,8,1,78746,19.10,TRAVIS COUNTY
188940600: 20202881107,20202881107,10/14/2020 12:00:00 AM,1103 FLANAGAN CV,M,B,Black,3106006,10060132,3,1,78704,13,TRAVIS COUNTY
189072339: 20202170787,20202170787,08/04/2020 12:00:00 AM,2505 E RIVERSIDE DR,M,W,Hispanic,3120364,10058572,3,1,78741,23.16,TRAVIS COUNTY
189072339: 20202180692,20202180692,08/05/2020 12:00:00 AM,S PLEASANT VALLEY RD / E RIVERSIDE DR,M,W,Hispanic,3120913,10058556,3,1,78741,23.24,TRAVIS COUNTY
189072439: 2020761573,2020761573,03/16/2020 12:00:00 AM,7077 GRAND CANYON DR,M,W,White,3129103,10092525,4,1,78752,434,TRAVIS COUNTY
190906733: 20202300525,20202300525,08/17/2020 12:00:00 AM,12400 N IH 35 SVRD SB,F,W,White,3134431,10120299,7,1,78753,412,TRAVIS COUNTY
193528363: 20203340149,20203340149,11/29/2020 12:00:00 AM,50 N IH 35 SVRD SB,M,W,White,3116094,10066508,9,1,78701,11,TRAVIS COUNTY
194183444: 20201251274,20201251274,05/04/2020 12:00:00 AM,8204 N LAMAR BLVD,F,B,Black,3124140,10101249,4,1,78758,401,TRAVIS COUNTY
198902029: 20203170649,20203170649,11/12/2020 12:00:00 AM,CACTUS LN / REDD ST,M,W,White,3099466,10056195,5,1,78745,303,TRAVIS COUNTY
199491887: 20201191211,20201191211,04/28/2020 12:00:00 AM,300 CONGRESS AVE,M,W,White,3113982,10069743,9,1,78701,11,TRAVIS COUNTY
199491887: 20201931088,20201931088,07/11/2020 12:00:00 AM,800 E 6TH ST,M,W,White,3117066,10069953,3,1,78702,9,TRAVIS COUNTY
199558495: 20203160393,20203160393,11/11/2020 12:00:00 AM,10610 MORADO CIR,F,W,White,3110163,10120074,10,1,78759,308,TRAVIS COUNTY
200082115: 20203260096,20203260096,11/21/2020 12:00:00 AM,1214 W 6TH ST,M,B,Black,3109197,10072658,9,1,78703,12,TRAVIS COUNTY
200540625: 20201730303,20201730303,06/21/2020 12:00:00 AM,600 E 8TH ST,F,W,White,3116328,10070912,9,1,78701,11,TRAVIS COUNTY
200868105: 20203320892,20203320892,11/27/2020 12:00:00 AM,1105 RICHARDINE AVE,F,W,White,3132297,10071161,3,1,78721,21.10,TRAVIS COUNTY
201458490: 2020141103,2020141103,01/14/2020 12:00:00 AM,7000 SANTOS ST,M,W,Hispanic,3129582,10055734,3,1,78741,23.21,TRAVIS COUNTY
203758994: 2020380135,2020380135,02/07/2020 12:00:00 AM,600 NECHES ST,F,U,Unknown,3115742,10070344,9,1,78701,11,TRAVIS COUNTY
203884692: 20203230093,20203230093,11/18/2020 12:00:00 AM,E 53RD ST / N IH 35 TO CAMERON RAMP,M,W,Hispanic,3124898,10086499,4,1,78723,21,TRAVIS COUNTY
203889174: 20202650545,20202650545,09/21/2020 12:00:00 AM,6711 E BEN WHITE BLVD SVRD EB,F,B,Black,3126672,10050902,2,1,78744,24.48,TRAVIS COUNTY
203900423: 20201641396,20201641396,06/13/2020 12:00:00 AM,TECHNI CENTER DR / ED BLUESTEIN BLVD SB,M,B,Black,3137878,10074214,1,1,78721,21.10,TRAVIS COUNTY
203948819: 2020552061,2020552061,02/24/2020 12:00:00 AM,1000 E 41ST ST,M,B,Black,3121344,10082704,9,1,78751,3,TRAVIS COUNTY
203948819: 20201150143,20201150143,04/24/2020 12:00:00 AM,LOYOLA LN / WENTWORTH DR,M,B,Black,3149185,10080643,1,1,78724,22.13,TRAVIS COUNTY
203949706: 20202860839,20202860839,10/12/2020 12:00:00 AM,6103 MANOR RD,F,B,Black,3134407,10085593,1,1,78723,21,TRAVIS COUNTY
204092427: 202050307,202050307,01/05/2020 12:00:00 AM,STRICKLAND DR / BERESFORD TRL,M,W,Hispanic,3095383,10039362,5,1,78748,24.23,TRAVIS COUNTY
204146901: 2020490008,2020490008,02/18/2020 12:00:00 AM,4700 BLOCK N CAPITAL OF TEXAS HWY NB,M,W,White,3095555,10098160,10,1,78746,19.12,TRAVIS COUNTY
204148418: 2020480106,2020480106,02/17/2020 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,Black,3115416,10070416,9,1,78701,11,TRAVIS COUNTY
204149013: 20203370969,20203370969,12/02/2020 12:00:00 AM,12509 N LAMAR BLVD,M,W,White,3133636,10122509,7,1,78753,421,TRAVIS COUNTY
204150136: 20201081142,20201081142,04/17/2020 12:00:00 AM,9300 S IH 35 SVRD SB,M,B,Black,3100423,10033116,5,1,78748,24.37,TRAVIS COUNTY
204157975: 2020671689,2020671689,03/07/2020 12:00:00 AM,7200 N IH 35 SVRD SB,F,W,White,3125790,10094778,4,1,78752,400,TRAVIS COUNTY
204159373: 20203321372,20203321372,11/27/2020 12:00:00 AM,1402 TALL SHADOWS DR,F,W,Hispanic,3137692,10054869,2,1,78617,23.10,TRAVIS COUNTY
204160018: 20202711563,20202711563,09/27/2020 12:00:00 AM,8024 N IH 35 SVRD SB,M,W,Hispanic,3127719,10098313,4,1,78753,400,TRAVIS COUNTY
204162420: 2020110230,2020110230,01/11/2020 12:00:00 AM,W BEN WHITE BLVD SVRD WB / MANCHACA RD,M,B,Black,3100344,10056714,5,1,78704,-,TRAVIS COUNTY
204162420: 2020770588,2020770588,03/17/2020 12:00:00 AM,MASTERSON PASS / N LAMAR BLVD,M,B,Black,3129312,10108616,4,1,78758,409,TRAVIS COUNTY
204162420: 2020871231,2020871231,03/27/2020 12:00:00 AM,8600 N LAMAR BLVD,M,B,Black,3125710,10102520,4,1,78758,401,TRAVIS COUNTY
204167729: 20201311069,20201311069,05/10/2020 12:00:00 AM,7910 NAIRN DR,F,B,Black,3079675,10049600,8,1,78749,335,TRAVIS COUNTY
204176664: 20203630105,20203630105,12/28/2020 12:00:00 AM,5505 EL MOLINO CIR,M,B,Black,3151509,10037186,2,1,78617,24.52,TRAVIS COUNTY
205127964: 2020580847,2020580847,02/27/2020 12:00:00 AM,6900 BLOCK BLESSING AVE,M,B,Black,3128197,10092106,4,1,78752,434,TRAVIS COUNTY
207225121: 20201841159,20201841159,07/02/2020 12:00:00 AM,1918 ROSEWOOD AVE,F,B,Black,3122039,10071663,1,1,78702,8,TRAVIS COUNTY
207425128: 2020900189,2020900189,03/30/2020 12:00:00 AM,10001 S 1ST ST,M,W,Hispanic,3097404,10031430,5,1,78748,24.37,TRAVIS COUNTY
207552877: 20201411017,20201411017,05/20/2020 12:00:00 AM,7200 N IH 35 SVRD SB,F,B,Black,3125790,10094778,4,1,78752,400,TRAVIS COUNTY
208012618: 2020910917,2020910917,03/31/2020 12:00:00 AM,800 BLOCK RUTLAND DR,M,W,White,3127746,10106580,4,1,78758,409,TRAVIS COUNTY
208142651: 20203230253,20203230253,11/18/2020 12:00:00 AM,614 W KOENIG LN,M,B,Black,3119710,10091191,4,1,78752,15,TRAVIS COUNTY
208208747: 20203461313,20203461313,12/11/2020 12:00:00 AM,6518 ED BLUESTEIN BLVD SB,M,B,Black,3139623,10084179,1,1,78723,21,TRAVIS COUNTY
208274137: 20201371314,20201371314,05/16/2020 12:00:00 AM,7104 FRED MORSE DR,F,W,White,3136756,10090083,1,1,78723,21.13,TRAVIS COUNTY
208339604: 2020780517,2020780517,03/18/2020 12:00:00 AM,5204 REGENCY CV,M,B,Black,3139949,10078391,1,1,78724,22.14,TRAVIS COUNTY
208340271: 20202881211,20202881211,10/14/2020 12:00:00 AM,600 N IH 35 SVRD NB,M,B,Black,3117074,10070111,4,1,78723,21,TRAVIS COUNTY
208405098: 20203540228,20203540228,12/19/2020 12:00:00 AM,6201 E US 290 HWY SVRD EB,M,B,Black,3126486,10090455,1,1,78723,21,TRAVIS COUNTY
208470582: 20203530843,20203530843,12/18/2020 12:00:00 AM,11900 STONEHOLLOW DR,M,W,White,3125173,10119665,7,1,78758,453,TRAVIS COUNTY
208472588: 20201770775,20201770775,06/25/2020 12:00:00 AM,4800 WIND RIVER RD,F,W,White,3114442,10122742,6,1,78759,325,TRAVIS COUNTY
208472610: 2020171206,2020171206,01/17/2020 12:00:00 AM,ENFIELD RD / POSSUM TROT,F,W,White,3105605,10078258,10,1,78703,16,TRAVIS COUNTY
208601525: 20201460669,20201460669,05/25/2020 12:00:00 AM,6603 N IH 35 SVRD NB,M,W,White,3126381,10092414,4,1,78752,434,TRAVIS COUNTY
208667541: 2020370134,2020370134,02/06/2020 12:00:00 AM,1401 E 12TH ST,M,B,Black,3119945,10072572,1,1,78702,8,TRAVIS COUNTY
208668621: 20202831453,20202831453,10/09/2020 12:00:00 AM,300 E 6TH ST,M,W,White,3115155,10070604,9,1,78701,11,TRAVIS COUNTY
208668621: 20203621255,20203621255,12/27/2020 12:00:00 AM,1723 E OLTORF ST,M,W,White,3116017,10057903,3,1,78741,23,TRAVIS COUNTY
208801231: 20202031440,20202031440,07/21/2020 12:00:00 AM,6812 N LAMAR BLVD,M,B,Black,3120763,10095852,7,1,78757,15,TRAVIS COUNTY
208803198: 20202151535,20202151535,08/02/2020 12:00:00 AM,S 1ST ST / W OLTORF ST,M,W,White,3109223,10061193,9,1,78704,13.12,TRAVIS COUNTY
209060103: 20201881401,20201881401,07/06/2020 12:00:00 AM,5100 N IH 35 SVRD SB,M,W,White,3123715,10086445,9,1,78751,3,TRAVIS COUNTY
209388146: 20203280093,20203280093,11/23/2020 12:00:00 AM,400 E 6TH ST,F,B,Black,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
209388217: 20201591486,20201591486,06/07/2020 12:00:00 AM,2900 S LAKELINE BLVD,M,W,Hispanic,3092580,10146712,6,2,78613,203.56,WILLIAMSON COUNTY
209519020: 20201751275,20201751275,06/23/2020 12:00:00 AM,JONES RD / WEST GATE BLVD,M,W,White,3095391,10054872,5,1,78745,303,TRAVIS COUNTY
210437136: 20201451307,20201451307,05/24/2020 12:00:00 AM,E 8TH ST / N IH 35 SVRD NB,F,W,White,3117253,10070617,1,1,78702,9,TRAVIS COUNTY
211288708: 2020341423,2020341423,02/03/2020 12:00:00 AM,900 BLOCK E 53RD ST,F,B,Black,3123127,10087528,4,1,78751,21,TRAVIS COUNTY
211553599: 20202420052,20202420052,08/29/2020 12:00:00 AM,11015 FOUR POINTS DR,F,W,Hispanic,3080673,10117647,6,1,78726,346,TRAVIS COUNTY
211943722: 20201440319,20201440319,05/23/2020 12:00:00 AM,703 VALDEZ ST,M,W,Hispanic,3130765,10059002,3,1,78741,23.21,TRAVIS COUNTY
212337008: 20203060517,20203060517,11/01/2020 12:00:00 AM,300 EBERHART LN,M,W,Hispanic,3102845,10045119,2,1,78745,24.44,TRAVIS COUNTY
212926872: 2020650409,2020650409,03/05/2020 12:00:00 AM,2011 E 6TH ST,M,W,Hispanic,3121399,10068233,3,1,78702,9,TRAVIS COUNTY
213255093: 20203330133,20203330133,11/28/2020 12:00:00 AM,11811 DOMAIN DR,M,W,White,3119500,10120433,7,1,78758,454,TRAVIS COUNTY
213714843: 2020970532,2020970532,04/06/2020 12:00:00 AM,9300 S IH 35 SVRD SB,M,W,Hispanic,3100423,10033116,5,1,78748,24.37,TRAVIS COUNTY
214309178: 2020310040,2020310040,01/31/2020 12:00:00 AM,2656 PIPING ROCK TRL,M,W,Hispanic,3086752,10037318,5,1,78748,318,TRAVIS COUNTY
214309178: 2020420966,2020420966,02/11/2020 12:00:00 AM,E RIVERSIDE DR / GROVE BLVD,M,W,Hispanic,3125670,10056090,3,1,78741,23.14,TRAVIS COUNTY
214762628: 20202981391,20202981391,10/24/2020 12:00:00 AM,1800 BLOCK E STASSNEY LN,M,B,Black,3109222,10044980,2,1,78744,24.19,TRAVIS COUNTY
