Unique ID,Primary Key,Occurred Date,Occurred Time,Location,GO Sector Name,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Highest Subject Resistance by R2R,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number of Shots,Highest Subject Injury by R2R,Effects Officer Desc,Officer Commission Date,Officer Years of Experience Ranges,Officer Yrs of Service,Officer Organization Desc,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description,Highest R2R Level,Used Firearm(s),Used Impact Weapon(s),Used Taser(s),Used Canine(s),Used Chemical Agent(s),Used PIT(s),Used Weaponless
2020680074459419422AP8394,2020680074,03/08/2020 12:00:00 AM,-,5800 TECHNI CENTER DR,Charlie,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459419422: 2020680074,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/02/2018 12:00:00 AM,1 - 5,2,CHARLIE 700 REG III PATROL,3136582,10075176,1,1,78721,21.10,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680074459419422AP8953,2020680074,03/08/2020 12:00:00 AM,-,5800 TECHNI CENTER DR,Charlie,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459419422: 2020680074,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,ACADEMY CADET TRAINING REG II,3136582,10075176,1,1,78721,21.10,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680081459910845AP8378,2020680081,03/08/2020 12:00:00 AM,-,11501 ROCK ROSE AVE,Adam,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459910845: 2020680081,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,ADAM 600 EVENINGS REG II PATROL,3119546,10119175,7,1,78758,454,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680133459863154AP6836,2020680133,03/08/2020 12:00:00 AM,0111,300 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459863154: 2020680133,4 - Preparatory Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,04/23/2010 12:00:00 AM,6 - 10,10,DOMESTIC VIOLENCE VIOL CRIMES,3115155,10070604,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680133459910763AP6437,2020680133,03/08/2020 12:00:00 AM,0111,300 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459910763: 2020680133,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/2009 12:00:00 AM,11 - 15,11,ACADEMY CONTINUING EDUCATION REG II,3115155,10070604,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680133459910763AP8221,2020680133,03/08/2020 12:00:00 AM,0111,300 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459910763: 2020680133,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,3,GEORGE 300 REG I EVENING,3115155,10070604,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680133459910763AP8905,2020680133,03/08/2020 12:00:00 AM,0111,300 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459910763: 2020680133,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,ADAM 700 REG II PATROL,3115155,10070604,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680155459227548AP7216,2020680155,03/08/2020 12:00:00 AM,0120,N LAMAR BLVD / W PARMER LN,Edward,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459227548: 2020680155,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,2,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,03/23/2012 12:00:00 AM,6 - 10,8,IDA 700 REG I PATROL,3133481,10122058,7,1,78753,412,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,1
2020680210459909602AP7884,2020680210,03/08/2020 12:00:00 AM,0310,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459909602: 2020680210,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,1 - 5,5,GEORGE 400 REG I EVENING,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680210459909602AP7945,2020680210,03/08/2020 12:00:00 AM,0307,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459909602: 2020680210,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,1,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/29/2015 12:00:00 AM,1 - 5,5,GEORGE 900 REG I NIGHTS,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680211219353505AP7785,2020680211,03/08/2020 12:00:00 AM,0309,411 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,219353505: 2020680211,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,MINOR INJURY,12/12/2014 12:00:00 AM,1 - 5,5,GEORGE 500 REG I EVENING,3115554,10070290,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680229263848442AP7592,2020680229,03/08/2020 12:00:00 AM,-,E 6TH ST / NECHES ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,263848442: 2020680229,4 - Preparatory Resistance,CHEMICAL AGENT - O C SPRAY,-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/21/2014 12:00:00 AM,6 - 10,6,GEORGE 500 REG I EVENING,3115762,10070320,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,1,0,0
2020680241458875438AP7836,2020680241,03/08/2020 12:00:00 AM,0315,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458875438: 2020680241,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,1 - 5,5,ACADEMY CADET TRAINING REG II,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680241458875438AP8747,2020680241,03/08/2020 12:00:00 AM,0315,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458875438: 2020680241,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,02/05/2018 12:00:00 AM,1 - 5,2,GEORGE 1100 REG I NIGHTS,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680241459737127AP7837,2020680241,03/08/2020 12:00:00 AM,0315,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459737127: 2020680241,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,1 - 5,5,GEORGE 300 REG I EVENING,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680241459737127AP8221,2020680241,03/08/2020 12:00:00 AM,0315,402 E 6TH ST,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,4,459737127: 2020680241,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,0,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,3,GEORGE 300 REG I EVENING,3115522,10070515,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680306459909614AP8674,2020680306,03/08/2020 12:00:00 AM,0448,900 N IH 35 SVRD SB,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459909614: 2020680306,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,2,GEORGE 900 REG I NIGHTS,3117057,10071179,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680306459909614AP8927,2020680306,03/08/2020 12:00:00 AM,0500,900 N IH 35 SVRD SB,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459909614: 2020680306,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,BAKER 700 REG I PATROL,3117057,10071179,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680643308217175AP6813,2020680643,03/08/2020 12:00:00 AM,1210,W KOENIG LN / GROVER AVE,Ida,1-TRAFFIC STOP [Motor Vehicle Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,308217175: 2020680643,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,04/23/2010 12:00:00 AM,6 - 10,10,IDA 200 REG I PATROL,3117991,10093327,7,1,78757,15,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680702459660131AP6472,2020680702,03/08/2020 12:00:00 AM,1500,1200 MONTOPOLIS DR,Henry,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,34,459660131: 2020680702,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/2009 12:00:00 AM,11 - 15,11,CHARLIE 300 REG III PATROL,3128339,10058011,3,1,78741,23.25,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680835216269704AP4636,2020680835,03/08/2020 12:00:00 AM,1300,15010 FM 1825 RD,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,216269704: 2020680835,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,02/08/2002 12:00:00 AM,16 - 20,18,AGGRAVATED ASSAULTS UNIT,3137063,10134979,7,1,78660,465,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680965131596700AP6859,2020680965,03/08/2020 12:00:00 AM,1428,2508 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,131596700: 2020680965,6 - Not Resistant,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,04/23/2010 12:00:00 AM,6 - 10,10,HENRY 200 REG III PATROL,3120959,10059177,3,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020680965131596700AP7563,2020680965,03/08/2020 12:00:00 AM,1542,2508 E RIVERSIDE DR,Henry,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,131596700: 2020680965,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,12/13/2013 12:00:00 AM,6 - 10,6,CHARLIE 100 REG III PATROL,3120959,10059177,3,1,78741,23,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020680965131596700AP8284,2020680965,03/08/2020 12:00:00 AM,1430,2508 E RIVERSIDE DR,Henry,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,131596700: 2020680965,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,3,HENRY 200 REG III PATROL,3120959,10059177,3,1,78741,23,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020681159459723458AP8659,2020681159,03/08/2020 12:00:00 AM,2040,9010 GALEWOOD DR,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459723458: 2020681159,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/05/2017 12:00:00 AM,1 - 5,3,EDWARD 400 REG II PATROL,3122209,10107272,4,1,78758,407,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020681159459723458AP8746,2020681159,03/08/2020 12:00:00 AM,2040,9010 GALEWOOD DR,Edward,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459723458: 2020681159,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,02/05/2018 12:00:00 AM,1 - 5,2,EDWARD 400 REG II PATROL,3122209,10107272,4,1,78758,407,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690251459912909AP7499,2020690251,03/17/2020 12:00:00 AM,0149,1601 ROYAL CREST DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459912909: 2020690251,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/17/2013 12:00:00 AM,6 - 10,7,HENRY 700 REG III PATROL,3118667,10060221,3,1,78741,23.16,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690251459912909AP9098,2020690251,03/17/2020 12:00:00 AM,0345,1601 ROYAL CREST DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459912909: 2020690251,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3118667,10060221,3,1,78741,23.16,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690340459714695AP7257,2020690340,03/09/2020 12:00:00 AM,0705,2701 E 7TH ST,Charlie,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459714695: 2020690340,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,1,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/13/2012 12:00:00 AM,6 - 10,8,CHARLIE 200 REG III PATROL,3124306,10067892,3,1,78702,9,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,0
2020690340459714695AP8342,2020690340,03/09/2020 12:00:00 AM,0716,2701 E 7TH ST,Charlie,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459714695: 2020690340,3 - Defensive Resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,1,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,CHARLIE 200 REG III PATROL,3124306,10067892,3,1,78702,9,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,1
2020690522459276300AP5111,2020690522,03/09/2020 12:00:00 AM,0920,744 W WILLIAM CANNON DR,Frank,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459276300: 2020690522,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/18/2004 12:00:00 AM,16 - 20,16,FRANK 200 REG IV PATROL,3100232,10045069,2,1,78745,24.10,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690522459276300AP6786,2020690522,03/09/2020 12:00:00 AM,0942,744 W WILLIAM CANNON DR,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459276300: 2020690522,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,04/23/2010 12:00:00 AM,6 - 10,10,FRANK 200 REG IV PATROL,3100232,10045069,2,1,78745,24.10,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690522459276300AP8128,2020690522,03/09/2020 12:00:00 AM,-,744 W WILLIAM CANNON DR,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459276300: 2020690522,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,FRANK 200 REG IV PATROL,3100232,10045069,2,1,78745,24.10,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690901318374751AP4601,2020690901,03/09/2020 12:00:00 AM,-,1300 E 51ST ST,Ida,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,318374751: 2020690901,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,02/08/2002 12:00:00 AM,16 - 20,18,BAKER 200 REG I PATROL,3125505,10085354,4,1,78723,21,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020690901318374751AP7412,2020690901,03/09/2020 12:00:00 AM,1418,1300 E 51ST ST,Ida,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,318374751: 2020690901,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,03/22/2013 12:00:00 AM,6 - 10,7,BAKER 200 REG I PATROL,3125505,10085354,4,1,78723,21,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020690901318374751AP7950,2020690901,03/09/2020 12:00:00 AM,-,1300 E 51ST ST,Ida,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,318374751: 2020690901,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,05/29/2015 12:00:00 AM,1 - 5,5,BAKER 200 REG I PATROL,3125505,10085354,4,1,78723,21,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020691121422052156AP7225,2020691121,03/09/2020 12:00:00 AM,1541,8300 GEORGIAN DR,Edward,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,422052156: 2020691121,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/23/2012 12:00:00 AM,6 - 10,8,GANG SUPPRESSION UNIT OCD,3126366,10100628,4,1,78753,432,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020691121422052156AP7258,2020691121,03/09/2020 12:00:00 AM,1541,8300 GEORGIAN DR,Edward,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,422052156: 2020691121,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,-,07/13/2012 12:00:00 AM,6 - 10,8,CHARLIE 700 REG III PATROL,3126366,10100628,4,1,78753,432,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020691121422052156AP7613,2020691121,03/09/2020 12:00:00 AM,1545,8300 GEORGIAN DR,Edward,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,422052156: 2020691121,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/21/2014 12:00:00 AM,6 - 10,6,GANG SUPPRESSION UNIT OCD,3126366,10100628,4,1,78753,432,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020691204291376497AP8132,2020691204,03/09/2020 12:00:00 AM,1832,6806 MEADOW CIR,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,291376497: 2020691204,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,DAVID 500 REG IV PATROL,3095723,10046528,5,1,78745,304,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020691204291376497AP8544,2020691204,03/09/2020 12:00:00 AM,1832,6806 MEADOW CIR,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,34,291376497: 2020691204,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,2,DAVID 300 REG IV PATROL,3095723,10046528,5,1,78745,304,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020691204291376497AP8771,2020691204,03/09/2020 12:00:00 AM,1832,6806 MEADOW CIR,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,34,291376497: 2020691204,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/02/2018 12:00:00 AM,1 - 5,2,DAVID 300 REG IV PATROL,3095723,10046528,5,1,78745,304,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020691467267061232,2020691467,03/09/2020 12:00:00 AM,1902,9600 AIRE LIBRE DR,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,267061232: 2020691467,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/1900 12:00:00 AM,<1,0,,3084972,10130253,6,1,78726,344,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020691467267061232AP7776,2020691467,03/09/2020 12:00:00 AM,1902,9600 AIRE LIBRE DR,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,267061232: 2020691467,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/12/2014 12:00:00 AM,1 - 5,5,ADAM 500 REG II PATROL,3084972,10130253,6,1,78726,344,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020691467267061232AP9103,2020691467,03/09/2020 12:00:00 AM,1902,9600 AIRE LIBRE DR,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,267061232: 2020691467,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3084972,10130253,6,1,78726,344,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020700625459853353AP5621,2020700625,03/10/2020 12:00:00 AM,1928,1201 PAYTON GIN RD,Edward,1-TRAFFIC STOP [Motor Vehicle Stop],OTHER (DOCUMENT IN SUPPLEMENT),2,459853353: 2020700625,6 - Not Resistant,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2006 12:00:00 AM,11 - 15,14,METRO TAC REGION 2,3124337,10104921,4,1,78758,401,TRAVIS COUNTY,Level 2,0,0,0,0,0,0,1
2020700625459853353AP6477,2020700625,03/10/2020 12:00:00 AM,1211,1201 PAYTON GIN RD,Edward,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459853353: 2020700625,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/2009 12:00:00 AM,11 - 15,11,METRO TAC REGION 2,3124337,10104921,4,1,78758,401,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
